HASH,HASH_W_LEADING_ZEROS,API_NAME
0xa2673b3a,0xa2673b3a,?DllBlocklist_SetBasicDllServices@@YAXPEAVDllServicesBase@detail@glue@mozilla@@@Z
0xfa0d991c,0xfa0d991c,?DllBlocklist_SetFullDllServices@@YAXPAVDllServicesBase@detail@glue@mozilla@@@Z
0xe3580d40,0xe3580d40,?DllBlocklist_SetFullDllServices@@YAXPEAVDllServicesBase@detail@glue@mozilla@@@Z
0x1c9d02d6,0x1c9d02d6,?DllBlocklist_WriteNotes@@YAXAAVAnnotationWriter@CrashReporter@@@Z
0x9aece677,0x9aece677,?DllBlocklist_WriteNotes@@YAXAEAVAnnotationWriter@CrashReporter@@@Z
0x9559df65,0x9559df65,?DoubleToAscii@DoubleToStringConverter@double_conversion@@SAXNW4DtoaMode@12@HPADHPA_NPAH3@Z
0xbda3aa96,0xbda3aa96,?DoubleToAscii@DoubleToStringConverter@double_conversion@@SAXNW4DtoaMode@12@HPEADHPEA_NPEAH3@Z
0xe8c85b50,0xe8c85b50,?EcmaScriptConverter@DoubleToStringConverter@double_conversion@@SAABV12@XZ
0x751b16a8,0x751b16a8,?EcmaScriptConverter@DoubleToStringConverter@double_conversion@@SAAEBV12@XZ
0x6f5b44db,0x6f5b44db,?EndCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QAE?AV?$Result@V?$Span@$$CBD$0PPPPPPPP@@mozilla@@I@3@XZ
0x11a1b85a,0x11a1b85a,?EndCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QEAA?AV?$Result@V?$Span@$$CBD$0?0@mozilla@@_K@3@XZ
0xda8ef5f3,0xda8ef5f3,?EndProcessRuntimeInit@detail@mscom@mozilla@@YAXXZ
0x51bbb50a,0x51bbb50a,?EnsureBufferForMainThreadAddMarker@base_profiler_markers_detail@mozilla@@YAXXZ
0x9ced9f4d,0x9ced9f4d,?ExtractBaseProfilerChunkManager@detail@baseprofiler@mozilla@@YA?AV?$UniquePtr@VProfileBufferChunkManagerWithLocalLimit@mozilla@@V?$DefaultDelete@VProfileBufferChunkManagerWithLocalLimit@mozilla@@@2@@3@XZ
0xb8e693f,0x0b8e693f,?FilterHasPid@detail@profiler@mozilla@@YA_NPBDVBaseProfilerProcessId@baseprofiler@3@@Z
0x68025592,0x68025592,?FiltersExcludePid@detail@profiler@mozilla@@YA_NV?$Span@QBD$0PPPPPPPP@@3@VBaseProfilerProcessId@baseprofiler@3@@Z
0x7ee7302c,0x7ee7302c,?FirstTimeStamp@TimeStamp@mozilla@@SA?AV12@XZ
0xe5f1772,0x0e5f1772,?FormatToStringSpan@MarkerSchema@mozilla@@CA?AV?$Span@$$CBD$0?0@2@W4Format@12@@Z
0x408f5df,0x0408f5df,?FormatToStringSpan@MarkerSchema@mozilla@@CA?AV?$Span@$$CBD$0PPPPPPPP@@2@W4Format@12@@Z
0xcf06684a,0xcf06684a,?FramePointerStackWalk@mozilla@@YAXP6AXIPAX00@ZI0PAPAX0@Z
